order_item_id,fk_product_id,fk_order_id,ordered_quantity,order_quantity_accepted,rate
148308,8420,299487,1,0,6828
148309,8444,299487,1,0,6343
148310,8444,299487,1,0,6034
148311,8444,299487,1,0,3535
148312,8457,299487,1,0,8194
148313,8457,299487,1,0,7905
148314,11127,299487,1,0,2897
148315,9915,299487,2,0,3599
148316,1041,299490,1,1,5090
148317,1041,299490,1,1,4954
148318,13764,299493,1,0,7746
148319,10235,299496,2,0,1432
148320,11926,299499,3,3,6997
148321,11926,299502,10,0,6997
148322,10224,299505,1,0,4349
148323,10224,299505,1,0,4360.17
148324,10224,299505,1,0,4538.14
148325,8221,299508,7,0,3770
148326,3603,299511,1,1,7466
148327,7860,299514,1,0,3317
148328,7860,299517,1,1,3317
148329,8425,299517,2,2,4862
148330,9916,299520,5,0,3372
148331,10204,299523,6,6,4024
148332,11925,299523,1,1,11814
148333,1038,299526,3,0,8197
148334,8444,299526,1,0,6407
148335,8444,299526,2,0,3658
148336,14351,299529,1,1,4998
148337,12547,299532,3,0,5726
148338,1038,299535,3,0,8762
148339,1038,299538,1,1,8762
148340,9171,299541,1,0,6425
148341,13682,299544,1,1,3044
148342,1043,299547,1,0,5854
148343,9916,299550,5,0,3372
148344,3284,299553,2,0,5271
148345,3615,299556,3,3,6180
148346,3284,299559,2,0,5271
148347,7666,299562,5,0,11455
148348,8221,299565,10,10,3770
148349,2367,299568,1,0,469
148350,8210,299571,1,0,12925
148351,8444,299571,1,0,5813
148352,8444,299571,1,0,6034
148353,10247,299571,1,0,7724
148354,13662,299571,1,0,7634
148355,11926,299574,10,10,6997
148356,14354,299574,1,1,2501
148357,8444,299577,2,0,5771
148358,8444,299577,1,0,6007
148359,7666,299580,11,11,11455
148360,14309,299583,1,1,8451
148361,10204,299586,1,1,4114
148362,11139,299586,1,1,4945
148363,11139,299586,1,1,4297
148364,11143,299586,1,1,3564
148365,12400,299586,1,1,6080
148366,8444,299589,1,1,5771
148367,8444,299589,1,1,6007
148368,9916,299592,4,0,3372
148369,8425,299595,1,1,4930
148370,8425,299595,1,1,5394
148371,9916,299598,6,6,3372
148372,9916,299601,4,0,3372
148373,3279,299604,1,0,9724
148374,1041,299604,1,0,5620
148375,1041,299604,1,0,5090
148376,1041,299604,1,0,4954
148377,8420,299604,1,0,6510
148378,8420,299604,1,0,6828
148379,8444,299604,1,0,6343
148380,8444,299604,1,0,6034
148381,8444,299604,1,0,3535
148382,9915,299604,2,0,3599
148383,8457,299604,1,0,7905
148384,3610,299607,5,0,12704
148385,3279,299610,1,1,9724
148386,1041,299610,1,1,5620
148387,1041,299610,1,1,5090
148388,1041,299610,1,1,4954
148389,8420,299610,1,1,6510
148390,8420,299610,1,1,6828
148391,8444,299610,1,1,6343
148392,8444,299610,1,1,6034
148393,8444,299610,1,1,3535
148394,11127,299610,1,1,2897
148395,9915,299610,2,2,3599
148396,8457,299610,1,1,7905
148397,1038,299613,2,2,8324
148398,1038,299613,2,2,8188
148399,1038,299613,4,4,8052
148400,11926,299616,1,0,6997
148401,14291,299616,1,0,3988
148402,12652,299619,2,2,7956
148403,14292,299622,1,1,3041
148404,11154,299625,1,0,13904
148405,11154,299625,1,0,14674
148406,11154,299628,1,1,13904
148407,11154,299628,1,1,14674
148408,11154,299631,1,0,13904
148409,11154,299631,1,0,14674
148410,14244,299634,1,0,12000
148411,10526,299637,1,1,2670
148412,12487,299637,2,2,4308
148413,12652,299640,2,2,7956
148414,1805,299643,3,3,17527
148415,9915,299646,4,4,3599
148416,10418,299649,1,0,4818
148417,11926,299652,1,1,6997
148418,10204,299655,8,0,4024
148419,9915,299655,2,0,3599
148420,13591,299658,1,0,15994
148421,8221,299661,1,0,3770
148422,8221,299661,1,0,6182
148423,3284,299664,1,1,5271
148424,1038,299667,3,3,8762
148425,8444,299667,1,1,6407
148426,8444,299667,2,2,3658
148427,10236,299670,2,2,1341
148428,10236,299670,1,1,1295
148429,13506,299673,1,1,4325
148430,10204,299676,2,0,4024
148431,8378,299679,1,0,4064
148432,8378,299679,5,5,3896
148433,8221,299682,1,0,3770
148434,3606,299685,2,2,6166
148435,10235,299688,2,2,1446
148436,12701,299691,5,0,9542
148437,8221,299694,5,4,6182
148438,8425,299697,3,3,4930
148439,8425,299697,1,1,5394
148440,8425,299697,1,1,5110
148441,10235,299697,2,2,1432
148442,3603,299700,1,1,7466
148443,10204,299700,2,2,4024
148444,7827,299703,20,0,6043
148445,8714,299703,1,0,5632
148446,10529,299703,1,0,14212
148447,8221,299706,15,15,3770
148448,8221,299706,5,5,3699
148449,8221,299706,5,5,6182
148450,13736,299709,1,1,17085.7
148451,3269,299712,1,1,9904
148452,12864,299712,1,0,57724
148453,10204,299715,1,0,4024
148454,3269,299718,1,0,9904
148455,12864,299718,1,0,57724
148456,12710,299721,20,0,9200
148457,1043,299724,1,0,5794
148458,1043,299724,1,0,22715
148459,8208,299727,2,0,8291
148460,8208,299727,1,0,8429
148461,9916,299730,5,5,3372
148462,3605,299733,1,1,3762
148463,10235,299736,3,3,1432
148464,10235,299736,2,2,1387
148465,10975,299736,1,1,5893
148466,8131,299739,3,0,8599
148467,8131,299739,1,0,8760
148468,11105,299742,15,0,25315
148469,3613,299745,1,1,8110
148470,11240,299748,19,0,12555
148471,1043,299751,1,0,5794
148472,1043,299751,1,0,22715
148473,10236,299754,1,1,1341
148474,14244,299757,1,0,12000
148475,11124,299760,1,1,2042
148476,8444,299763,1,1,3535
148477,14309,299766,4,0,8270
148478,14309,299766,1,0,8451
148479,8208,299769,2,0,8291
148480,8208,299769,1,0,8429
148481,11107,299772,4,4,6158
148482,8208,299775,2,0,8291
148483,8208,299775,1,0,8429
148484,3610,299778,1,0,8299
148485,8378,299778,1,0,4064
148486,8378,299778,2,0,3938
148487,8348,299778,5,0,3345
148488,8444,299778,5,0,5771
148489,8444,299778,1,0,6007
148490,8444,299778,1,0,3521
148491,11233,299778,1,0,12650
148492,8208,299781,2,2,8291
148493,8208,299781,1,1,8429
148494,3615,299784,1,1,6041
148495,3610,299784,1,1,8500
148496,1043,299787,1,0,5794
148497,1043,299787,1,0,22715
148498,3611,299790,1,1,4693
148499,9171,299793,5,0,6425
148500,9171,299793,2,0,6470
148501,1043,299796,2,2,5854
148502,12701,299799,5,0,9542
148503,9916,299802,5,5,3372
148504,1038,299805,1,0,8762
148505,8219,299808,10,0,14934
148506,8444,299808,10,0,5771
148507,8221,299811,75,75,3699
148508,8221,299811,5,5,6182
148509,8221,299814,1,1,6182
148510,8221,299814,1,1,6398
148511,3279,299817,2,2,9724
148512,9915,299820,2,0,3599
148513,3624,299823,1,0,5453
148514,12487,299826,1,1,4497
148515,3624,299829,1,0,5453
148516,9171,299832,1,0,6425
148517,12701,299832,5,5,9297
148518,12701,299832,2,0,6379
148519,8378,299835,50,50,4064
148520,8378,299835,50,50,3938
148521,8221,299838,4,0,3770
148522,8221,299838,10,10,3699
148523,8221,299838,1,0,6182
148524,11899,299841,1,1,13782
148525,13752,299844,1,1,10475
148526,13764,299844,1,1,7746
148527,13524,299844,1,1,4362
148528,13524,299844,1,1,4476
148529,12302,299847,1,1,12214
148530,9171,299850,1,0,6425
148531,9171,299850,1,0,6470
148532,12701,299850,3,0,9297
148533,12701,299850,2,0,6379
148534,12487,299853,21,21,4220
148535,13764,299856,1,1,7746
148536,13524,299859,8,8,4362
148537,13524,299859,6,6,4476
148538,3613,299862,1,0,8038
148539,3613,299862,1,0,8266
148540,1041,299865,1,0,5090
148541,1041,299865,1,0,4954
148542,1041,299868,1,0,5616
148543,8444,299868,1,0,3521
148544,12487,299868,1,0,4497
148545,3613,299871,1,0,8038
148546,3624,299874,1,0,5453
148547,11146,299877,1,1,4017
148548,8424,299877,1,1,3511
148549,9915,299880,4,0,3599
148550,9916,299883,5,0,3372
148551,10975,299886,1,0,5893
148552,8444,299889,1,0,3635
148553,8221,299892,2,2,3545
148554,8221,299892,15,12,6182
148555,10975,299895,1,0,5893
148556,1038,299898,1,1,8445
148557,1038,299898,1,1,8309
148558,8439,299901,50,0,1822
148559,1043,299904,1,1,5794
148560,1043,299904,1,1,22715
148561,8751,299907,2,2,3761
148562,8219,299910,2,2,14934
148563,8219,299910,1,1,15311
148564,8444,299910,2,2,5771
148565,11117,299910,1,1,6745
148566,12487,299910,3,3,4308
148567,8428,299913,5,0,1689
148568,11165,299916,1,0,20858
148569,8219,299919,7,7,14934
148570,8219,299919,2,2,15166
148571,8219,299919,1,1,15311
148572,12407,299922,1,1,9866
148573,3610,299925,2,0,12704
148574,9171,299928,1,1,6425
148575,9171,299928,1,1,6470
148576,12701,299928,3,3,9297
148577,12701,299928,2,2,6379
148578,13662,299931,1,0,7634
148579,11658,299934,1,1,1804
148580,3613,299937,15,0,8038
148581,8210,299940,1,1,12925
148582,8210,299940,1,1,13860
148583,3279,299943,2,2,8814.94
148584,8444,299946,1,0,5771
148585,8444,299946,1,0,6007
148586,13745,299949,30,0,5275
148587,14246,299952,1,0,10250
148588,14246,299952,1,0,20500
148589,8425,299955,1,0,4862
148590,3615,299958,5,0,6180
148591,8219,299961,2,2,14934
148592,3603,299964,1,0,7466
148593,9915,299964,1,0,3599
148594,7285,299967,1,0,5114
148595,12512,299967,1,0,8227
148596,8221,299970,1,1,6182
148597,9915,299970,2,2,3599
148598,13745,299973,3,3,5275
148599,12699,299976,20,20,4133
148600,9915,299979,1,1,3599
148601,10529,299982,1,1,7226
148602,8444,299985,1,1,5771
148603,8444,299985,1,1,6007
148604,13548,299985,1,1,4544
148605,13618,299985,2,2,3251
148606,8420,299988,1,1,6828
148607,8420,299988,1,1,3631
148608,11926,299988,1,1,6997
148609,8422,299991,1,1,3959
148610,3610,299994,1,1,8299
148611,8378,299994,1,1,4064
148612,8378,299994,2,2,3938
148613,8348,299994,2,2,3345
148614,8444,299994,5,5,5771
148615,8444,299994,1,1,6007
148616,8444,299994,1,1,3521
148617,11233,299994,1,1,12650
148618,10975,299997,1,0,19847
148619,13524,300000,2,2,4362
148620,13524,300000,3,3,4476
148621,13764,300003,1,0,7746
148622,14309,300003,1,1,8451
148623,9915,300006,13,13,3599
148624,8444,300009,10,10,3590
148625,10235,300012,1,1,1432
148626,10235,300012,1,1,1387
148627,11926,300015,1,1,6997
148628,13682,300018,2,2,3044
148629,3615,300021,1,1,6041
148630,13765,300024,1,1,2633
148631,14309,300027,1,0,8270
148632,14309,300027,1,0,8451
148633,14349,300030,1,0,32992
148634,14349,300033,1,0,32992
148635,13764,300036,1,0,7746
148636,8208,300039,2,0,8291
148637,8208,300039,1,0,8429
148638,8219,300042,2,2,14934
148639,8219,300042,1,1,15166
148640,8210,300045,1,1,13731
148641,8428,300045,1,1,1799
148642,8428,300045,2,2,1799
148643,12701,300045,1,1,6470
148644,8424,300048,1,0,3479
148645,8424,300048,1,1,3341
148646,8422,300048,1,0,4042
148647,12701,300048,1,1,6470
148648,12701,300048,1,1,6561
148649,8439,300051,1,0,1952
148650,8439,300051,1,0,1913
148651,8428,300051,2,0,1799
148652,12487,300054,5,5,4220
148653,12487,300054,2,2,4308
148654,12487,300054,1,1,4497
148655,1805,300057,6,0,18343
148656,3615,300057,13,0,6558
148657,3607,300057,12,0,3618
148658,2367,300060,100,0,469
148659,8384,300063,1,1,6077
148660,8384,300063,2,2,5825
148661,8384,300063,7,7,5727
148662,10236,300066,1,0,1341
148663,8439,300066,1,0,1952
148664,8439,300066,1,0,1913
148665,8428,300066,2,0,1799
148666,10236,300069,1,1,1341
148667,8439,300069,1,1,1952
148668,8439,300069,1,1,1913
148669,8428,300069,2,2,1799
148670,9916,300072,1,0,3372
148671,7586,300075,5,0,6557
148672,7586,300075,10,0,9677
148673,7586,300075,24,0,6800
148674,1805,300078,1,0,9996
148675,12652,300081,10,10,7956
148676,1805,300084,1,0,9996
148677,2367,300087,50,0,469
148678,10235,300090,2,2,1432
148679,10224,300093,1,0,4360.17
148680,10224,300093,1,0,4538.14
148681,8219,300096,2,0,14934
148682,8219,300096,1,0,15166
148683,9916,300099,1,1,3372
148684,10975,300102,1,0,5893
148685,7586,300105,5,5,6557
148686,7586,300105,10,10,9677
148687,7586,300105,24,24,6800
148688,7596,300105,3,3,2094
148689,7596,300105,5,5,4547
148690,12758,300108,1,0,8050
148691,8221,300111,1,0,3545
148692,8348,300114,5,0,3345
148693,2367,300117,60,0,469
148694,2862,300120,1,0,4021
148695,13682,300123,3,0,3044
148696,3610,300126,1,0,13268
148697,13682,300129,3,0,3044
148698,12749,300132,80,80,6211
148699,3610,300135,5,0,13268
148700,3610,300135,1,0,12704
148701,3610,300138,2,2,12704
148702,10529,300141,1,0,7441
148703,13682,300144,1,0,3044
148704,13682,300147,2,2,3044
148705,10529,300150,1,0,7441
148706,8714,300153,1,1,5632
148707,14352,300153,1,0,3318
148708,10245,300156,4,0,9453
148709,10233,300159,1,0,2250
148710,8425,300162,1,0,5400
148711,10224,300165,1,1,4360.17
148712,10224,300165,1,1,4538.14
148713,8425,300168,1,0,5400
148714,10233,300171,1,1,2250
148715,8425,300174,1,0,5118
148716,11146,300177,1,1,6880
148717,11146,300177,2,2,4017
148718,11146,300177,1,1,4567
148719,12652,300180,1,0,7956
148720,7271,300183,10,10,2566
148721,12802,300186,1,1,2275
148722,13765,300186,2,2,2633
148723,13764,300186,1,0,7746
148724,13548,300189,1,0,4544
148725,1043,300192,835,0,22849
148726,10235,300195,5,0,1446
148727,10235,300195,5,0,1399
148728,9916,300198,2,2,3650
148729,8221,300201,50,50,3770
148730,8221,300201,175,150,3699
148731,10235,300204,1,1,1446
148732,10235,300204,3,3,1399
148733,8208,300207,2,2,8291
148734,8221,300210,25,15,3770
148735,8221,300213,5,0,3770
148736,8221,300216,10,0,3770
148737,12487,300216,4,0,4220
148738,12487,300216,2,0,4308
148739,8221,300219,15,0,3770
148740,8221,300222,20,20,3770
148741,12710,300225,10,0,9200
148742,8221,300228,10,10,3770
148743,8221,300228,1,1,6182
148744,12487,300228,4,4,4220
148745,12487,300228,2,2,4308
148746,12652,300228,4,4,7956
148747,8221,300231,5,5,3770
148748,8221,300231,20,0,6182
148749,10233,300234,1,1,2250
148750,8221,300237,40,0,3699
148751,8219,300240,100,0,14934
148752,8219,300240,10,0,15166
148753,8219,300240,5,0,15311
148754,9915,300243,1,0,3650
148755,13905,300243,1,0,3094
148756,13905,300243,1,0,3167
148757,13764,300243,1,0,7746
148758,11899,300246,1,1,13782
148759,11108,300249,2,2,4741
148760,10245,300252,2,0,10506
148761,10245,300255,2,2,10506
148762,3603,300258,4,4,7466
148763,10204,300258,5,5,4024
148764,11926,300258,3,3,6997
148765,14354,300258,1,1,2501
148766,8221,300261,2,0,3545
148767,9895,300264,4,0,1128.5
148768,10224,300267,1,1,4360.17
148769,11926,300270,1,0,6997
148770,10975,300273,1,0,14211
148771,7586,300276,1,0,11410
148772,12699,300279,10,9,4133
148773,10235,300282,1,1,1446
148774,13745,300285,1,0,5275
148775,8425,300288,1,0,5118
148776,8425,300288,1,0,5587
148777,8425,300288,1,0,5300
148778,1805,300291,1,0,9996
148779,13662,300294,1,0,7415
148780,13662,300294,1,0,7634
148781,13764,300297,1,0,7746
148782,10227,300300,1,0,1438
148783,10235,300300,1,0,1432
148784,10236,300300,1,0,1341
148785,1041,300303,1,0,5616
148786,1041,300303,1,0,5334
148787,1041,300303,1,0,5134
148788,10975,300306,1,0,17392
148789,10975,300306,1,0,18031
148790,7860,300309,1,0,3315
148791,7586,300312,1,0,9677
148792,8622,300315,1,0,27752
148793,8215,300318,2,0,2837
148794,12684,300321,30,1,2500
148795,8438,300324,1,0,4860
148796,8424,300324,1,0,3341
148797,10235,300327,1,1,1432
148798,10235,300327,3,3,1387
148799,12547,300330,4,0,5726
148800,12487,300333,2,0,4220
148801,13524,300333,1,0,4362
148802,13682,300336,5,5,3044
148803,13524,300339,1,0,4362
148804,7554,300342,1,0,12123
148805,7554,300342,1,0,11940
148806,10233,300345,3,3,2250
148807,8325,300348,1,0,11999
148808,10238,300351,1,0,6198
148809,10238,300351,2,0,3189
148810,3610,300354,2,0,13177
148811,3610,300354,8,0,12768
148812,11178,300357,1,0,17490
148813,10238,300360,1,1,6198
148814,10238,300360,1,1,3189
148815,12864,300363,2,0,39329
148816,8208,300366,1,1,8291
148817,3279,300369,1,1,8814.94
148818,12697,300372,1,1,2124
148819,11107,300375,4,4,5725
148820,10225,300378,2,0,4197
148821,10225,300378,1,0,4302
148822,10235,300381,4,4,1432
148823,10235,300381,1,1,1387
148824,9915,300384,4,0,3650
148825,7586,300387,1,0,6800
148826,7586,300390,1,0,6800
148827,8457,300393,1,0,7905
148828,3279,300396,1,1,8814.94
148829,8428,300396,1,1,1793
148830,8428,300396,4,0,1793
148831,3279,300399,1,1,9724
148832,11925,300399,1,1,11814
148833,8428,300402,2,2,1793
148834,9915,300405,1,0,3599
148835,12460,300408,1,0,14550
148836,13745,300411,3,0,5275
148837,11899,300414,2,2,14322
148838,12749,300417,1,0,6211
148839,11926,300420,1,1,6997
148840,8208,300423,3,0,8291
148841,8208,300426,3,3,8291
148842,13745,300429,1,1,5275
148843,8444,300432,1,1,5813
148844,8444,300432,1,1,6034
148845,11146,300432,1,1,4017
148846,11146,300432,1,0,4567
148847,8457,300432,1,1,7905
148848,12864,300435,1,1,39329
148849,10236,300438,1,1,1341
148850,10227,300441,1,1,1438
148851,10235,300441,1,1,1432
148852,10235,300441,1,1,1387
148853,10236,300441,1,1,1341
148854,9895,300444,10,10,1128.5
148855,12701,300447,1,1,6470
148856,12701,300447,1,1,6561
148857,11157,300450,1,0,14076
148858,8760,300453,20,0,2363
148859,11926,300456,1,1,6997
148860,8760,300459,3,0,2363
148861,8760,300462,2,0,2363
148862,9916,300465,1,1,3650
148863,12697,300468,10,10,1052
148864,12460,300471,1,1,15040
148865,12547,300474,5,5,5726
148866,12547,300474,5,5,5635
148867,12547,300474,2,2,11087
148868,13745,300477,1,1,5275
148869,8439,300480,50,0,1913
148870,8425,300483,3,3,5118
148871,8425,300486,1,0,5214
148872,14351,300486,5,5,4998
148873,11926,300489,1,1,6997
148874,12487,300492,2,2,4308
148875,9915,300495,1,1,3599
148876,12701,300498,2,2,9297
148877,12701,300498,1,1,6379
148878,1207,300501,1,1,18374
148879,11233,300504,3,0,11996
148880,13591,300507,1,0,17721
148881,13591,300507,1,1,15994
148882,10225,300510,1,0,4197
148883,10225,300510,1,0,4302
148884,8215,300510,2,0,2837
148885,8210,300513,1,1,13846
148886,8210,300513,1,1,14212
148887,11157,300516,1,0,14076
148888,14252,300519,1,0,32992
148889,11124,300522,2,1,1991
148890,12547,300525,15,15,5635
148891,10975,300528,1,0,5893
148892,10975,300531,1,0,5893
148893,12701,300534,5,0,9542
148894,11157,300537,1,0,14076
148895,1038,300540,1,0,8445
148896,12710,300543,5,5,9200
148897,3610,300546,2,0,13268
148898,3610,300546,6,0,12704
148899,3610,300546,1,0,8299
148900,10975,300549,1,0,18602
148901,10224,300552,1,1,4534
148902,10224,300552,2,2,4581
148903,1043,300552,1,1,22715
148904,7271,300555,1,0,2591
148905,7565,300558,1,1,14014
148906,7550,300558,2,2,2462
148907,7637,300561,4,4,33157
148908,12487,300564,5,5,4220
148909,1805,300567,1,1,17527
148910,14349,300570,1,0,32992
148911,8444,300573,10,10,6374
148912,13618,300576,1,0,3251
148913,11146,300579,1,0,6880
148914,10224,300582,2,2,4349
148915,10224,300582,1,1,4360.17
148916,12487,300585,1,0,4497
148917,12487,300588,1,0,4497
148918,12487,300591,1,1,4497
148919,10975,300594,1,0,19847
148920,8444,300597,5,5,6374
148921,8444,300597,1,1,6589
148922,3606,300600,1,1,6049
148923,14252,300603,1,1,32992
148924,14349,300603,1,1,32992
148925,1805,300606,1,1,9996
148926,3610,300609,3,0,13177
148927,3610,300609,15,15,12768
148928,3610,300612,1,1,12704
148929,10975,300615,5,5,19344
148930,10975,300615,5,5,17392
148931,10975,300615,5,4,18031
148932,12803,300618,1,1,5884
148933,12400,300618,1,1,6080
148934,10224,300621,4,0,4349
148935,8425,300624,1,0,5118
148936,8425,300624,1,0,5587
148937,8425,300624,1,0,5300
148938,12487,300627,5,5,4220
148939,12487,300627,1,1,4308
148940,9916,300630,2,0,3372
148941,1041,300633,1,0,5616
148942,8444,300633,1,0,3811
148943,12487,300633,1,0,4497
148944,13750,300636,4,4,3701
148945,13750,300636,2,2,3878
148946,12547,300639,5,0,11087
148947,3610,300642,4,4,13177
148948,8425,300645,2,2,5118
148949,3610,300648,1,1,13177
148950,3610,300648,1,1,12768
148951,10975,300651,1,0,18031
148952,12652,300654,1,1,7956
148953,10975,300657,1,0,18031
148954,9916,300660,1,0,3999
148955,8424,300663,3,0,3479
148956,9916,300666,1,0,3372
148957,9916,300669,1,0,3372
148958,9916,300672,5,5,3372
148959,9916,300675,1,0,3372
148960,10236,300678,1,0,1341
148961,3279,300681,2,0,8814.94
148962,11117,300681,1,0,6706
148963,11163,300681,1,0,5192
148964,10236,300684,2,0,1341
148965,8425,300687,8,0,5118
148966,8425,300687,1,0,5587
148967,8425,300687,5,0,5300
148968,9916,300690,1,1,3372
148969,3592,300693,1,0,6510
148970,9916,300696,2,2,3372
148971,11146,300699,1,0,7524
148972,12912,300702,20,0,3544
148973,10975,300705,1,0,5893
148974,8425,300708,6,6,5118
148975,3279,300711,1,0,9724
148976,10235,300714,5,5,1432
148977,10975,300714,1,1,5893
148978,3279,300717,1,0,9724
148979,10975,300720,1,1,5893
148980,12912,300723,6,0,3544
148981,3610,300726,2,2,13268
148982,3610,300726,6,6,12704
148983,3610,300726,1,1,8299
148984,3279,300729,3,3,8814.94
148985,9915,300732,13,13,3683
148986,11107,300735,5,5,5725
148987,8210,300738,1,1,7576
148988,9916,300741,3,0,3372
148989,9916,300744,3,0,3372
148990,12652,300747,4,4,7956
148991,9916,300750,3,0,3372
148992,9916,300753,3,0,3372
148993,9916,300756,3,0,3372
148994,10975,300759,2,0,14211
148995,10975,300762,1,0,14211
148996,9915,300765,2,0,3650
148997,3615,300768,3,0,6180
148998,3279,300771,1,0,9724
148999,3284,300771,1,0,5271
149000,10204,300771,1,0,4033
149001,9915,300771,1,0,3612
149002,9915,300774,1,1,3650
149003,3610,300777,1,0,12704
149004,14262,300777,1,0,10813
149005,3615,300780,2,0,6180
149006,8428,300783,2,0,1793
149007,10236,300786,2,1,1341
149008,3284,300789,1,1,5271
149009,11107,300789,1,0,5725
149010,10204,300789,1,0,4033
149011,9915,300789,1,0,3612
149012,1041,300792,1,0,5620
149013,3615,300795,4,4,6180
149014,9915,300798,2,2,3650
149015,12505,300801,1,0,32992
149016,9916,300804,1,0,3650
149017,7640,300807,3,3,15638
149018,10224,300810,2,2,4349
149019,10224,300810,1,1,4360.17
149020,11146,300810,1,1,3988
149021,10204,300813,5,0,4024
149022,10204,300816,4,4,4024
149023,7640,300819,3,0,15638
149024,12701,300822,2,2,9542
149025,12701,300822,2,2,6470
149026,10204,300825,1,0,4024
149027,11926,300825,1,0,6997
149028,8428,300828,2,2,1793
149029,1038,300831,1,0,8445
149030,10224,300831,1,0,4349
149031,10224,300831,1,0,4360.17
149032,10224,300831,1,0,4538.14
149033,10235,300831,1,0,1432
149034,10235,300831,1,0,1387
149035,8215,300831,1,0,2837
149036,12652,300834,10,10,7956
149037,8219,300837,1,1,14934
149038,8219,300837,1,1,15166
149039,8219,300837,1,1,15311
149040,8425,300840,1,0,5118
149041,8425,300843,4,4,5118
149042,8425,300843,1,1,5300
149043,9915,300846,1,0,3599
149044,11926,300849,1,1,6997
149045,8425,300852,1,0,5118
149046,8425,300852,1,0,5587
149047,8425,300852,1,0,5300
149048,9915,300855,4,0,3599
149049,3284,300858,2,2,5271
149050,9915,300861,4,0,3599
149051,9895,300864,10,0,1128.5
149052,3615,300867,3,3,6041
149053,8425,300870,1,0,5400
149054,8425,300873,3,0,5118
149055,8425,300873,2,0,5300
149056,3615,300876,2,0,6125
149057,7285,300879,4,0,5114
149058,8425,300882,2,0,5205
149059,11117,300882,2,0,6864
149060,9915,300885,1,1,3599
149061,11233,300888,1,0,11996
149062,3615,300891,2,2,6125
149063,8425,300894,2,0,5020
149064,8751,300897,1,0,4829
149065,8751,300897,2,0,5049
149066,8458,300897,5,0,3411
149067,8760,300900,6,0,2363
149068,8208,300903,3,3,8429
149069,12547,300906,15,15,11087
149070,11925,300909,1,0,11814
149071,8760,300912,4,4,2363
149072,13765,300915,1,1,2633
149073,3610,300918,1,0,13177
149074,3279,300921,1,0,8814.94
149075,8444,300924,1,0,3933
149076,3610,300927,1,0,13177
149077,3610,300927,1,0,12768
149078,1043,300930,1,0,5854
149079,1041,300930,1,0,5908
149080,3592,300933,2,2,6510
149081,12701,300936,1,0,9542
149082,12701,300936,2,0,6470
149083,11137,300939,5,5,3564
149084,10235,300942,2,2,1432
149085,1041,300945,2,0,5707
149086,10235,300948,3,0,1446
149087,8457,300951,1,0,7905
149088,9915,300954,1,0,3617
149089,12912,300957,1,0,3544
149090,8449,300960,1,1,6682
149091,8443,300960,1,1,6735
149092,10224,300963,1,0,4349
149093,10235,300963,1,0,1432
149094,7860,300966,5,2,3317
149095,10233,300969,1,0,2250
149096,10204,300972,1,0,4024
149097,13524,300975,3,0,4362
149098,12487,300978,2,0,4308
149099,12407,300981,1,0,9866
149100,3613,300984,1,0,8110
149101,1038,300987,1,0,8197
149102,12758,300990,1,0,8050
149103,12784,300993,2,2,2134
149104,12703,300996,4,0,3373
149105,9915,300999,3,3,3599
149106,12487,301002,4,1,4220
149107,12487,301002,1,1,4308
149108,12487,301002,1,1,4497
149109,11146,301005,1,0,6880
149110,12547,301008,3,3,5726
149111,10225,301011,1,1,4197
149112,10225,301011,1,1,4302
149113,8215,301011,1,1,2837
149114,8425,301014,1,1,5118
149115,8425,301014,1,1,5587
149116,8425,301014,1,1,5300
149117,7860,301017,1,1,3315
149118,10235,301020,2,0,1432
149119,10235,301020,5,0,1387
149120,1041,301023,1,0,5725
149121,9895,301026,1,0,1128.5
149122,8219,301029,5,5,14934
149123,7860,301032,2,0,2748
149124,8444,301032,2,0,3933
149125,3279,301035,1,0,9724
149126,10204,301035,1,0,4024
149127,12460,301035,1,0,14130
149128,7860,301038,1,0,2748
149129,13524,301041,2,2,4362
149130,13524,301041,2,2,4476
149131,3615,301044,3,3,6125
149132,7860,301047,2,0,3317
149133,9916,301050,1,0,3650
149134,1041,301053,1,0,5620
149135,1041,301053,1,0,5090
149136,9915,301056,1,0,3650
149137,14352,301059,30,30,3318
149138,9915,301062,1,0,3650
149139,12701,301065,1,1,9542
149140,12701,301065,2,2,6470
149141,10235,301068,10,0,1387
149142,7637,301071,1,1,23244
149143,7637,301071,1,1,29580
149144,1041,301074,5,0,5312
149145,12749,301077,10,10,6211
149146,13928,301077,1,1,6202
149147,1805,301080,2,0,17527
149148,1805,301083,1,0,17527
149149,9915,301083,1,0,3650
149150,13905,301083,1,0,3094
149151,13905,301083,1,0,3167
149152,13764,301083,1,0,7746
149153,11926,301086,10,0,6997
149154,1805,301089,2,2,17527
149155,11926,301092,10,0,6997
149156,3615,301095,10,0,6180
149157,7860,301098,1,1,3317
149158,3279,301101,1,1,9724
149159,3615,301104,1,0,6125
149160,8219,301107,100,100,14934
149161,8219,301107,60,60,15166
149162,8219,301107,29,29,15311
149163,3610,301110,24,0,13268
149164,3610,301110,70,0,12704
149165,3610,301110,10,0,8299
149166,8219,301113,1,1,14934
149167,8384,301113,1,1,5727
149168,8428,301116,12,12,1654
149169,8219,301119,1,0,15166
149170,3610,301122,25,25,13268
149171,3610,301122,25,25,12704
149172,12547,301125,5,5,11087
149173,9916,301128,120,0,3372
149174,8242,301131,1,1,1708
149175,8242,301131,4,4,1636
149176,13618,301131,10,10,3251
